X,Y
0.84,-0.59
0.84,-0.78
0.84,-0.83
0.84,-0.78
0.84,-0.85
0.84,-0.57
0.84,-0.75
0.84,-0.76
0.84,-0.83
0.84,-0.92
0.84,-0.79
0.84,-0.71
0.84,-0.55
0.84,-0.75
0.84,-0.82
0.84,-0.76
0.84,-0.68
0.84,-0.7
0.84,-0.73
0.84,-0.6
0.84,-0.66
0.84,-0.75
0.84,-0.67
0.85,-0.75
0.85,-0.84
0.85,-0.86
0.85,-0.82
0.85,-0.56
0.85,-0.81
0.85,-0.74
0.85,-0.7
0.85,-0.67
0.85,-0.68
0.85,-0.55
0.85,-0.55
0.85,-0.85
0.85,-0.67
0.85,-0.6
0.85,-0.73
0.85,-0.68
0.86,-0.63
0.86,-0.61
0.86,-0.61
0.86,-0.56
0.86,-0.68
0.86,-0.72
0.86,-0.58
0.86,-0.72
0.86,-0.75
0.86,-0.56
0.86,-0.62
0.86,-0.57
0.86,-0.74
0.86,-0.8
0.86,-0.52
0.86,-0.66
0.86,-0.46
0.86,-0.79
0.86,-0.69
0.86,-0.52
0.86,-0.83
0.86,-0.64
0.87,-0.65
0.87,-0.68
0.87,-0.56
0.87,-0.66
0.87,-0.54
0.87,-0.41
0.87,-0.72
0.87,-0.43
0.87,-0.74
0.87,-0.56
0.87,-0.42
0.87,-0.64
0.87,-0.75
0.87,-0.63
0.87,-0.77
0.87,-0.61
0.87,-0.65
0.87,-0.57
0.88,-0.47
0.88,-0.56
0.88,-0.74
0.88,-0.58
0.88,-0.64
0.88,-0.49
0.88,-0.48
0.88,-0.65
0.88,-0.62
0.88,-0.69
0.88,-0.58
0.88,-0.45
0.88,-0.6
0.88,-0.53
0.88,-0.34
0.88,-0.87
0.88,-0.55
0.88,-0.64
0.88,-0.58
0.88,-0.53
0.88,-0.48
0.88,-0.57
0.88,-0.49
0.88,-0.59
0.88,-0.46
0.88,-0.36
0.88,-0.52
0.89,-0.54
0.89,-0.55
0.89,-0.5
0.89,-0.51
0.89,-0.65
0.89,-0.47
0.89,-0.58
0.89,-0.32
0.89,-0.37
0.89,-0.49
0.89,-0.35
0.9,-0.39
0.9,-0.35
0.9,-0.34
0.9,-0.53
0.9,-0.62
0.9,-0.66
0.9,-0.64
0.9,-0.51
0.9,-0.36
0.9,-0.36
0.9,-0.47
0.9,-0.43
0.9,-0.43
0.9,-0.6
0.9,-0.44
0.9,-0.45
0.9,-0.32
0.91,-0.25
0.91,-0.29
0.91,-0.38
0.91,-0.43
0.91,-0.44
0.91,-0.43
0.91,-0.53
0.91,-0.48
0.91,-0.38
0.91,-0.45
0.91,-0.27
0.91,-0.53
0.91,-0.34
0.91,-0.33
0.91,-0.52
0.91,-0.6
0.91,-0.25
0.91,-0.3
0.91,-0.51
0.92,-0.34
0.92,-0.35
0.92,-0.26
0.92,-0.33
0.92,-0.3
0.92,-0.34
0.92,-0.31
0.92,-0.32
0.92,-0.17
0.92,-0.29
0.92,-0.31
0.92,-0.32
0.92,-0.28
0.92,-0.26
0.92,-0.31
0.92,-0.01
0.93,-0.34
0.93,-0.29
0.93,-0.29
0.93,-0.1
0.93,-0.3
0.93,-0.17
0.93,-0.11
0.93,-0.33
0.93,-0.2
0.93,-0.27
0.93,-0.22
0.93,-0.28
0.93,-0.22
0.93,-0.12
0.93,-0.25
0.93,-0.18
0.93,-0.21
0.93,-0.39
0.93,-0.25
0.93,-0.25
0.93,-0.16
0.93,-0.47
0.93,-0.33
0.93,-0.39
0.93,-0.29
0.93,-0.26
0.93,-0.18
0.93,-0.22
0.94,-0.16
0.94,-0.15
0.94,-0.31
0.94,-0.09
0.94,-0.24
0.94,-0.05
0.94,-0.28
0.94,-0.16
0.94,-0.32
0.94,-0.25
0.94,-0.28
0.94,-0.3
0.94,-0.21
0.94,-0.18
0.94,-0.5
0.94,-0.37
0.94,-0.35
0.94,-0.37
0.94,-0.2
0.94,-0.27
0.94,-0.01
0.94,-0.47
0.94,-0.24
0.94,-0.13
0.94,-0.27
0.95,-0.24
0.95,-0.2
0.95,-0.07
0.95,-0.23
0.95,-0.33
0.95,-0.08
0.95,-0.21
0.95,-0.21
0.95,-0.12
0.95,-0.16
0.95,-0.16
0.95,-0.09
0.95,-0.21
0.95,-0.24
0.95,-0.1
0.95,-0.24
0.95,-0.21
0.95,-0.2
0.96,-0.12
0.96,-0.3
0.96,-0.02
0.96,-0.19
0.96,-0.13
0.96,-0.21
0.96,-0.2
0.96,-0.07
0.96,-0.07
0.96,-0.41
0.96,-0.07
0.96,-0.16
0.96,-0.4
0.96,-0.01
0.96,-0.32
0.96,-0.1
0.96,-0.28
0.96,-0.17
0.96,0.12
0.96,-0.12
0.96,-0.12
0.96,-0.14
0.96,-0.18
0.96,-0.2
0.96,-0.28
0.96,-0.22
0.96,-0.15
0.96,-0.15
0.97,-0.21
0.97,-0.06
0.97,-0.09
0.97,-0.05
0.97,-0.15
0.97,-0.27
0.97,-0.16
0.97,-0.14
0.97,-0.02
0.97,-0.14
0.97,-0.15
0.97,-0.14
0.97,-0.18
0.97,-0.25
0.97,-0.12
0.97,-0.04
0.98,-0.25
0.98,-0.15
0.98,-0.12
0.98,-0.08
0.98,-0.13
0.98,-0.12
0.98,-0.28
0.98,-0.07
0.98,-0.2
0.98,-0.2
0.98,-0.05
0.98,-0.09
0.98,-0.17
0.98,-0.04
0.98,-0.25
0.98,-0.08
0.98,-0.16
0.98,-0.11
0.99,-0.01
0.99,0.01
0.99,-0.21
0.99,-0.18
0.99,-0.15
0.99,0.01
0.99,-0.18
0.99,-0.19
0.99,-0.07
0.99,-0.27
0.99,-0.33
0.99,-0.13
0.99,-0.1
0.99,-0.17
0.99,0.05
0.99,-0.1
0.99,-0.13
0.99,-0.26
0.99,-0.12
0.99,-0.15
0.99,-0.13
0.99,-0.02
0.99,0.07
0.99,-0.16
0.99,-0.22
1,-0.34
1,-0.1
1,-0.26
1,-0.04
1,-0.14
1,-0.13
1,-0.19
1,-0.2
1,-0.07
