Group,PID,Time,Y
1,14,19,-1.337
1,15,19,-0.687
1,16,19,-0.337
1,17,19,-0.983
1,18,19,-1.1
1,19,19,-1.047
1,20,19,-1.262
1,21,19,-1.128
1,22,19,-0.804
1,23,19,-0.705
1,24,19,-0.611
1,25,19,-0.636
1,26,19,-0.94
1,27,19,-1.064
1,28,19,-0.66
1,29,19,-0.889
1,30,19,-1.59
1,31,19,-0.717
1,32,19,-0.903
1,33,19,-0.9
1,34,19,-0.648
1,35,19,-0.516
1,36,19,-0.959
1,37,19,-0.811
1,38,19,-0.795
1,39,19,-0.591
1,40,19,-0.815
1,41,19,-0.847
1,42,19,-0.803
1,43,19,-0.641
1,44,19,-0.799
1,45,19,-1.154
1,46,19,-0.751
1,47,19,-1.032
1,48,19,-0.983
1,49,19,-1.016
1,50,19,-0.959
2,51,19,-0.777
2,52,19,-1.161
2,53,19,-1.019
2,54,19,-0.874
2,55,19,-0.955
2,56,19,-0.877
2,57,19,-1.125
2,58,19,-1.136
2,59,19,-0.829
2,60,19,-0.855
2,61,19,-0.417
2,62,19,-0.841
2,63,19,-0.467
2,64,19,-0.538
2,65,19,-0.72
2,66,19,-0.755
2,67,19,-0.763
2,68,19,-0.967
2,69,19,-1.013
2,70,19,-0.818
1,1,20,-0.431
1,2,20,-0.914
1,3,20,-0.661
1,4,20,-0.359
1,5,20,-0.803
1,6,20,-1.281
1,7,20,-0.893
1,8,20,-0.836
1,9,20,-0.827
1,10,20,-0.539
1,11,20,-0.422
1,12,20,-0.881
1,13,20,-1.014
1,14,20,-0.817
1,15,20,-1.059
1,16,20,-0.478
1,17,20,-0.832
1,18,20,-0.899
1,19,20,-0.933
1,20,20,-0.598
1,21,20,-0.684
1,22,20,-0.721
1,23,20,-1.368
1,24,20,-0.465
1,25,20,-0.952
1,26,20,-0.784
1,27,20,-0.718
1,28,20,-0.686
1,29,20,-1.297
1,30,20,-0.801
1,31,20,-1.381
1,32,20,-0.654
1,33,20,-0.504
1,34,20,-0.507
1,35,20,-0.036
1,36,20,-0.468
1,37,20,-0.376
1,38,20,-0.493
1,39,20,-0.759
1,40,20,-0.418
1,41,20,-0.568
1,42,20,-0.686
1,43,20,-1.1
1,44,20,-1.01
1,45,20,-1.188
1,46,20,-0.635
1,47,20,-0.333
1,48,20,-0.463
1,49,20,-0.558
1,50,20,-0.702
2,51,20,-0.862
2,52,20,-1.108
2,53,20,-0.964
2,54,20,-0.558
2,55,20,-0.757
2,56,20,-1.318
2,57,20,-0.196
2,58,20,-0.253
2,59,20,-0.855
2,60,20,-0.053
2,61,20,-0.79
2,62,20,-0.48
2,63,20,-0.738
2,64,20,-1.599
2,65,20,-0.189
2,66,20,-1.111
2,67,20,-0.76
2,68,20,-1.307
2,69,20,-0.773
2,70,20,-1.232
1,1,21,-0.265
1,2,21,-0.712
1,3,21,0.152
1,4,21,-0.29
1,5,21,-0.584
1,6,21,-0.147
1,7,21,0.162
1,8,21,-0.778
1,9,21,-0.911
1,10,21,-0.856
1,11,21,-0.617
1,12,21,-0.8
1,13,21,-0.403
1,14,21,-0.091
1,15,21,-0.547
1,16,21,-0.167
1,17,21,-0.613
1,18,21,-0.704
1,19,21,-0.967
1,20,21,-0.43
1,21,21,-0.589
1,22,21,-1.005
1,23,21,-0.382
1,24,21,-0.64
1,25,21,-0.631
1,26,21,-1.036
1,27,21,-0.978
1,28,21,0.157
1,29,21,-0.727
1,30,21,-0.002
1,31,21,-0.901
1,32,21,0.008
1,33,21,-0.737
1,34,21,-1.227
1,35,21,-0.409
1,36,21,-0.204
1,37,21,0.026
1,38,21,-0.782
1,39,21,-1.221
1,40,21,-0.377
1,41,21,-0.478
1,42,21,-0.999
1,43,21,-0.342
1,44,21,0.22
1,45,21,-1.054
1,46,21,-0.84
1,47,21,-0.878
1,48,21,-0.669
1,49,21,-0.044
1,50,21,-0.633
2,51,21,0.027
2,52,21,-0.61
2,53,21,-0.015
2,54,21,-0.144
2,55,21,-0.153
2,56,21,-0.59
2,57,21,-0.697
2,58,21,-0.571
2,59,21,-0.299
2,60,21,-0.524
2,61,21,-0.325
2,62,21,-0.338
2,63,21,-0.315
2,64,21,-0.161
2,65,21,-0.469
2,66,21,-0.148
2,67,21,-0.224
2,68,21,-0.505
2,69,21,-0.83
2,70,21,-0.145
1,1,22,-0.236
1,2,22,-0.149
1,3,22,-0.116
1,4,22,0.217
1,5,22,-0.111
1,6,22,-0.758
1,7,22,-0.335
1,8,22,-0.312
1,9,22,0.038
1,10,22,0.07
1,11,22,-0.344
1,12,22,-0.459
1,13,22,0.054
1,14,22,-0.359
1,15,22,-0.834
1,16,22,-0.536
1,17,22,-0.369
1,18,22,-0.869
1,19,22,-0.695
1,20,22,0.099
1,21,22,-0.614
1,22,22,-0.302
1,23,22,-0.11
1,24,22,-0.004
1,25,22,0.013
1,26,22,0.277
1,27,22,-0.004
1,28,22,-0.606
1,29,22,-0.12
1,30,22,-0.22
1,31,22,0.126
1,32,22,-0.066
1,33,22,-0.285
1,34,22,-0.329
1,35,22,-0.572
1,36,22,-0.497
1,37,22,-0.545
1,38,22,-0.23
1,39,22,-0.02
1,40,22,-0.399
1,41,22,-0.405
1,42,22,-0.016
1,43,22,-0.419
1,44,22,-0.018
1,45,22,-0.092
1,46,22,0.188
1,47,22,-0.323
1,48,22,-0.821
1,49,22,0.038
1,50,22,-0.75
2,51,22,-0.21
2,52,22,0.156
2,53,22,0.039
2,54,22,0.833
2,55,22,-0.66
2,56,22,-0.426
2,57,22,-0.593
2,58,22,-0.633
2,59,22,-0.364
2,60,22,0.154
2,61,22,-0.108
2,62,22,-0.026
2,63,22,-0.799
2,64,22,0.135
2,65,22,-0.556
2,66,22,-0.831
2,67,22,-0.169
2,68,22,-0.331
2,69,22,-0.24
2,70,22,0.103
1,1,23,-0.597
1,2,23,0.231
1,3,23,-0.213
1,4,23,0.168
1,5,23,-0.053
1,6,23,-0.139
1,7,23,-0.427
1,8,23,0.121
1,9,23,0.456
1,10,23,-0.002
1,11,23,0.257
1,12,23,0.284
1,13,23,0.03
1,14,23,0.22
1,15,23,-0.059
1,16,23,0.049
1,17,23,-0.089
1,18,23,0.15
1,19,23,0.017
1,20,23,-0.008
1,21,23,0.003
1,22,23,0.354
1,23,23,-0.067
1,24,23,0.296
1,25,23,-0.229
1,26,23,0.529
1,27,23,-0.555
1,28,23,0.355
1,29,23,0.044
1,30,23,0.329
1,31,23,0.207
1,32,23,0.385
1,33,23,0.415
1,34,23,0.594
1,35,23,-0.295
1,36,23,-0.093
1,37,23,0.493
1,38,23,-0.139
1,39,23,0.651
1,40,23,-0.672
1,41,23,0.225
1,42,23,-0.574
1,43,23,-0.12
1,44,23,-0.075
1,45,23,-0.018
1,46,23,-0.074
1,47,23,-0.742
1,48,23,-0.043
1,49,23,0.374
1,50,23,-0.192
2,51,23,-0.016
2,52,23,-0.046
2,53,23,0.209
2,54,23,-0.016
2,55,23,0.326
2,56,23,0.254
2,57,23,-0.422
2,58,23,-0.129
2,59,23,-0.034
2,60,23,0.473
2,61,23,-0.223
2,62,23,0.04
2,63,23,-0.079
2,64,23,-0.145
2,65,23,-0.138
2,66,23,-0.301
2,67,23,0.208
2,68,23,-0.538
2,69,23,0.175
2,70,23,0.293
