Year,Month,Day,Wday,Ho,BHo,Weather,Event_fl,Event_n,Y
2017,8,18,5,0,0,2,1,9200,97.24
2017,8,19,6,0,0,1,0,0,70.45
2017,8,20,7,0,0,2,0,0,82.24
2017,8,21,1,0,0,1,1,17600,124.71
2017,8,22,2,0,0,1,0,0,77.63
2017,8,23,3,0,0,2,0,0,68.04
2017,8,24,4,0,0,3,1,19900,131.01
2017,8,25,5,0,0,3,0,0,112.23
2017,8,26,6,0,0,1,0,0,76.54
2017,8,27,7,0,0,3,0,0,89.71
2017,8,28,1,0,0,1,1,8400,97.16
2017,8,29,2,0,0,1,0,0,74.88
2017,8,30,3,0,0,3,1,2200,85.74
2017,8,31,4,0,0,3,0,0,82.09
2017,9,1,5,0,0,1,0,0,83.41
2017,9,2,6,0,0,2,1,14000,81.19
2017,9,3,7,0,0,1,0,0,65.28
2017,9,4,1,0,0,1,0,0,95.01
2017,9,5,2,0,0,3,1,16700,116.59
2017,9,6,3,0,0,1,0,0,80.44
2017,9,7,4,0,0,3,1,23600,138.99
2017,9,8,5,0,0,1,1,17000,137.28
2017,9,9,6,0,0,1,1,21100,106.87
2017,9,10,7,0,0,1,1,8300,77.77
2017,9,11,1,0,0,1,0,0,83.98
2017,9,12,2,0,0,3,1,25400,126.14
2017,9,13,3,0,0,3,1,25500,125.34
2017,9,14,4,0,0,3,1,19100,123.79
2017,9,15,5,0,0,1,0,0,93.94
2017,9,16,6,0,0,4,0,0,91.91
2017,9,17,7,0,0,3,0,0,98.37
2017,9,18,1,1,0,1,0,0,90.49
2017,9,19,2,0,0,3,1,37900,151.54
2017,9,20,3,0,0,2,0,0,85.62
2017,9,21,4,0,0,2,0,0,92.29
2017,9,22,5,0,0,1,1,21000,133.38
2017,9,23,6,0,0,2,1,19300,114.7
2017,9,24,7,0,0,1,0,0,79.43
2017,9,25,1,0,0,2,1,19300,138.9
2017,9,26,2,0,0,2,0,0,93.76
2017,9,27,3,0,0,2,0,0,83.66
2017,9,28,4,0,0,1,1,21400,134.13
2017,9,29,5,0,0,2,1,31500,148.19
2017,9,30,6,0,0,2,1,21600,109.61
2017,10,1,7,0,0,3,0,0,86.54
2017,10,2,1,0,0,1,0,0,107.64
2017,10,3,2,0,0,1,1,24700,141.52
2017,10,4,3,0,0,3,1,8100,94.77
2017,10,5,4,0,0,3,0,0,113.17
2017,10,6,5,0,0,1,0,0,98.98
2017,10,7,6,0,0,1,1,13000,96.55
2017,10,8,7,0,0,2,1,40800,138.87
2017,10,9,1,1,0,3,0,0,83.76
2017,10,10,2,0,0,3,0,0,101.4
2017,10,11,3,0,0,1,1,7700,85.34
2017,10,12,4,0,0,1,1,19200,139.91
2017,10,13,5,0,0,3,1,21000,156.49
2017,10,14,6,0,0,1,0,0,79.15
2017,10,15,7,0,0,1,0,0,85.77
2017,10,16,1,0,0,1,1,29900,153.4
2017,10,17,2,0,0,3,1,13200,125.88
2017,10,18,3,0,0,3,1,18100,122.06
2017,10,19,4,0,0,4,0,0,109.13
2017,10,20,5,0,0,1,0,0,107.06
2017,10,21,6,0,0,3,0,0,92.41
2017,10,22,7,0,0,2,1,5500,91.97
2017,10,23,1,0,0,1,1,20200,152.76
2017,10,24,2,0,0,2,0,0,105.67
2017,10,25,3,0,0,4,1,10800,137.05
2017,10,26,4,0,0,2,0,0,125.16
2017,10,27,5,0,0,1,0,0,124.52
2017,10,28,6,0,0,1,1,14100,101.22
2017,10,29,7,0,0,1,0,0,82.81
2017,10,30,1,0,0,1,1,7900,102.47
2017,10,31,2,0,0,1,0,0,90.67
2017,11,1,3,0,0,1,0,0,87.56
2017,11,2,4,0,1,2,0,0,105.01
2017,11,3,5,1,0,1,0,0,87.27
2017,11,4,6,0,0,2,0,0,90.34
2017,11,5,7,0,0,1,0,0,91.53
2017,11,6,1,0,0,1,0,0,110.13
2017,11,7,2,0,0,3,1,20800,149.26
2017,11,8,3,0,0,2,0,0,89.71
2017,11,9,4,0,0,3,0,0,100.61
2017,11,10,5,0,0,4,0,0,93.78
2017,11,11,6,0,0,1,1,24700,103.27
2017,11,12,7,0,0,1,1,13600,98.02
2017,11,13,1,0,0,1,1,50600,152.67
2017,11,14,2,0,0,1,1,24800,140.76
2017,11,15,3,0,0,1,1,29400,151.24
2017,11,16,4,0,0,1,0,0,108.43
2017,11,17,5,0,0,1,0,0,106.17
2017,11,18,6,0,0,3,0,0,79.18
2017,11,19,7,0,0,1,0,0,76.15
2017,11,20,1,0,0,1,0,0,102.37
2017,11,21,2,0,0,1,0,0,95.67
2017,11,22,3,0,1,1,1,58200,138.8
2017,11,23,4,1,0,1,0,0,76.98
2017,11,24,5,0,0,3,0,0,109.39
2017,11,25,6,0,0,1,0,0,84.33
2017,11,26,7,0,0,1,0,0,88.24
2017,11,27,1,0,0,1,0,0,111.3
2017,11,28,2,0,0,1,0,0,98.22
2017,11,29,3,0,0,2,0,0,97.99
2017,11,30,4,0,0,1,0,0,98.8
2017,12,1,5,0,0,1,1,10900,116.32
2017,12,2,6,0,0,1,0,0,71.48
2017,12,3,7,0,0,2,0,0,65.47
2017,12,4,1,0,0,3,1,27000,137.31
2017,12,5,2,0,0,3,0,0,81.76
2017,12,6,3,0,0,1,1,30100,106.97
2017,12,7,4,0,0,1,0,0,84.56
2017,12,8,5,0,0,1,0,0,83.79
2017,12,9,6,0,0,1,0,0,73.83
2017,12,10,7,0,0,1,0,0,77.76
2017,12,11,1,0,0,1,1,16300,127.28
2017,12,12,2,0,0,3,0,0,97.28
2017,12,13,3,0,0,1,1,19900,132.43
2017,12,14,4,0,0,1,1,8800,96.48
2017,12,15,5,0,0,1,0,0,98.59
2017,12,16,6,0,0,1,0,0,65.57
2017,12,17,7,0,0,1,0,0,68.33
2017,12,18,1,0,0,1,0,0,89.1
2017,12,19,2,0,0,1,1,21900,123.2
2017,12,20,3,0,0,1,0,0,87.4
2017,12,21,4,0,0,1,0,0,90.1
2017,12,22,5,0,0,1,1,10600,113.95
2017,12,23,6,0,0,1,1,27100,105.26
2017,12,24,7,0,0,1,1,9900,70.69
2017,12,25,1,0,0,1,1,19900,118.75
2017,12,26,2,0,0,1,1,9700,71.07
2017,12,27,3,0,0,5,1,14100,101.68
2017,12,28,4,0,1,3,1,6300,86.78
2017,12,29,5,1,0,1,1,17700,102.54
2017,12,30,6,0,0,1,0,0,66.13
2017,12,31,7,0,0,2,0,0,72.63
