Year,Loser_PID,Winner_PID,Loser_Index,Winner_Index
2005,9,1,94,5
2005,288,275,3064,2922
2005,180,172,1873,1803
2005,439,215,4655,2243
2005,325,259,3440,2746
2005,414,355,4387,3775
2005,383,337,4069,3592
2005,361,84,3823,874
2005,385,353,4092,3764
2005,4,1,30,5
2005,172,215,1803,2243
2005,355,337,3775,3592
2005,184,138,1918,1419
2005,259,84,2746,874
2005,215,1,2243,5
2005,353,275,3764,2922
2005,138,337,1419,3592
2005,337,275,3592,2922
2005,1,84,5,874
2005,275,84,2922,874
2005,13,421,137,4459
2005,185,398,1927,4218
2005,281,163,2983,1696
2005,264,287,2791,3055
2005,81,7,840,71
2005,383,387,4069,4117
2005,209,422,2182,4466
2005,366,125,3862,1267
2005,53,292,569,3109
2005,15,355,152,3775
2005,216,4,2249,30
2005,311,368,3300,3899
2005,286,36,3048,382
2005,273,431,2899,4568
2005,148,179,1531,1862
2005,129,256,1325,2709
2005,337,31,3592,322
2005,414,127,4387,1292
2005,17,293,174,3131
2005,245,158,2563,1638
2005,371,309,3927,3282
2005,34,142,352,1477
2005,219,405,2288,4307
2005,418,375,4419,3982
2005,439,259,4655,2746
2005,393,172,4181,1803
2005,362,67,3829,687
2005,315,301,3343,3216
2005,372,351,3949,3747
2005,356,180,3783,1873
2005,108,424,1109,4488
2005,28,128,286,1312
2005,138,338,1419,3605
2005,117,101,1193,1043
2005,41,9,448,94
2005,243,298,2537,3192
2005,244,325,2550,3440
2005,288,435,3064,4609
2005,14,275,146,2922
2005,251,336,2653,3572
2005,54,239,577,2503
2005,2,295,17,3154
2005,247,267,2587,2832
2005,203,208,2113,2171
2005,266,429,2818,4539
2005,319,72,3388,747
2005,269,167,2852,1745
2005,279,1,2972,5
2005,346,357,3687,3793
2005,417,165,4410,1714
2005,106,197,1093,2057
2005,282,56,2997,594
2005,59,74,623,771
2005,77,381,795,4053
2005,404,339,4286,3619
2005,228,353,2379,3764
2005,358,283,3803,3018
2005,359,425,3810,4498
2005,149,100,1549,1026
2005,67,172,687,1803
2005,36,293,382,3131
2005,405,142,4307,1477
2005,177,184,1848,1918
2005,301,259,3216,2746
2005,355,163,3775,1696
2005,179,7,1862,71
2005,398,421,4218,4459
2005,368,387,3899,4117
2005,431,141,4568,1455
2005,422,287,4466,3055
2005,375,239,3982,2503
2005,256,292,2709,3109
2005,4,125,30,1267
2005,309,127,3282,1292
2005,31,158,322,1638
2005,100,74,1026,771
2005,283,56,3018,594
2005,435,275,4609,2922
2005,338,84,3605,874
2005,165,267,1714,2832
2005,381,167,4053,1745
2005,424,325,4488,3440
2005,295,9,3154,94
2005,42,429,457,4539
2005,180,128,1873,1312
2005,197,353,2057,3764
2005,72,208,747,2171
2005,101,351,1043,3747
2005,357,425,3793,4498
2005,339,1,3619,5
2005,298,336,3192,3572
2005,158,125,1638,1267
2005,239,127,2503,1292
2005,259,142,2746,1477
2005,387,163,4117,1696
2005,184,172,1918,1803
2005,421,287,4459,3055
2005,141,292,1455,3109
2005,7,293,71,3131
2005,425,1,4498,5
2005,275,74,2922,771
2005,167,84,1745,874
2005,429,325,4539,3440
2005,353,336,3764,3572
2005,128,351,1312,3747
2005,267,56,2832,594
2005,9,208,94,2171
2005,293,172,3131,1803
2005,287,125,3055,1267
2005,142,127,1477,1292
2005,74,84,771,874
2005,208,56,2171,594
2005,1,325,5,3440
2005,163,292,1696,3109
2005,351,336,3747,3572
2005,172,125,1803,1267
2005,127,292,1292,3109
2005,56,325,594,3440
2005,336,84,3572,874
2005,84,325,874,3440
2005,125,292,1267,3109
2005,325,292,3440,3109
2005,418,56,4419,594
2005,264,275,2791,2922
2005,435,269,4609,2852
2005,59,247,623,2587
2005,359,338,3810,3605
2005,319,351,3388,3747
2005,301,167,3216,1745
2005,426,128,4515,1312
2005,337,298,3592,3192
2005,311,356,3300,3783
2005,375,125,3982,1267
2005,196,216,2043,2249
2005,293,362,3131,3829
2005,292,428,3109,4534
2005,356,351,3783,3747
2005,247,338,2587,3605
2005,275,167,2922,1745
2005,269,125,2852,1267
2005,428,128,4534,1312
2005,298,362,3192,3829
2005,216,125,2249,1267
2005,338,351,3605,3747
2005,128,167,1312,1745
2005,362,56,3829,594
2005,167,125,1745,1267
2005,56,351,594,3747
2005,351,125,3747,1267
2005,243,138,2537,1419
2005,106,172,1093,1803
2005,315,355,3343,3775
2005,53,149,569,1549
2005,239,256,2503,2709
2005,14,28,146,286
2005,417,290,4410,3085
2005,358,60,3803,629
2005,424,165,4488,1714
2005,383,209,4069,2182
2005,41,405,448,4307
2005,31,93,322,968
2005,398,141,4218,1455
2005,34,288,352,3064
2005,36,279,382,2972
2005,372,316,3949,3358
2005,17,267,174,2832
2005,282,90,2997,940
2005,72,180,747,1873
2005,286,42,3048,457
2005,256,182,2709,1896
2005,60,387,629,4117
2005,149,177,1549,1848
2005,138,163,1419,1696
2005,288,197,3064,2057
2005,9,165,94,1714
2005,355,279,3775,2972
2005,209,439,2182,4655
2005,180,7,1873,71
2005,158,203,1638,2113
2005,172,42,1803,457
2005,267,28,2832,286
2005,90,141,940,1455
2005,316,339,3358,3619
2005,405,346,4307,3687
2005,93,290,968,3085
2005,439,203,4655,2113
2005,28,339,286,3619
2005,7,141,71,1455
2005,290,197,3085,2057
2005,346,387,3687,4117
2005,42,163,457,1696
2005,165,177,1714,1848
2005,279,182,2972,1896
2005,163,339,1696,3619
2005,141,387,1455,4117
2005,177,197,1848,2057
2005,182,203,1896,2113
2005,387,339,4117,3619
2005,197,203,2057,2113
2005,203,339,2113,3619
2005,161,245,1674,2563
2005,372,14,3949,146
2005,429,53,4539,569
2005,288,336,3064,3572
2005,413,180,4379,1873
2005,243,216,2537,2249
2005,414,267,4387,2832
2005,313,34,3317,352
2005,226,355,2361,3775
2005,315,361,3343,3823
2005,337,316,3592,3358
2005,311,41,3300,448
2005,375,216,3982,2249
2005,336,53,3572,569
2005,74,180,771,1873
2005,267,245,2832,2563
2005,14,7,146,71
2005,138,316,1419,3358
2005,361,355,3823,3775
2005,34,41,352,448
2005,216,180,2249,1873
2005,53,245,569,2563
2005,355,316,3775,3358
2005,41,7,448,71
2005,316,245,3358,2563
2005,180,7,1873,71
2005,245,7,2563,71
2005,282,28,2997,286
2005,417,36,4410,382
2005,264,239,2791,2503
2005,273,410,2899,4358
2005,319,93,3388,968
2005,149,185,1549,1927
2005,9,203,94,2113
2005,209,338,2182,3605
2005,358,279,3803,2972
2005,439,141,4655,1455
2005,405,197,4307,2057
2005,172,244,1803,2550
2005,185,59,1927,623
2005,239,279,2503,2972
2005,410,383,4358,4069
2005,28,338,286,3605
2005,36,197,382,2057
2005,244,203,2550,2113
2005,383,141,4069,1455
2005,197,93,2057,968
2005,203,338,2113,3605
2005,59,279,623,2972
2005,93,141,968,1455
2005,338,279,3605,2972
2005,279,141,2972,1455
2005,315,247,3343,2587
2005,298,93,3192,968
2005,34,208,352,2171
2005,337,182,3592,1896
2005,393,278,4181,2959
2005,1,439,5,4655
2005,117,239,1193,2503
2005,17,435,174,4609
2005,44,209,476,2182
2005,336,418,3572,4419
2005,264,346,2791,3687
2005,108,36,1109,382
2005,106,84,1093,874
2005,283,196,3018,2043
2005,325,53,3440,569
2005,286,41,3048,448
2005,383,351,4069,3747
2005,90,128,940,1312
2005,303,282,3234,2997
2005,359,185,3810,1927
2005,42,180,457,1873
2005,179,243,1862,2537
2005,139,147,1439,1527
2005,358,266,3803,2818
2005,28,316,286,3358
2005,417,269,4410,2852
2005,24,290,251,3085
2005,31,74,322,771
2005,429,356,4539,3783
2005,149,387,1549,4117
2005,431,301,4568,3216
2005,244,275,2550,2922
2005,219,407,2288,4331
2005,414,339,4387,3619
2005,367,355,3879,3775
2005,375,9,3982,94
2005,4,405,30,4307
2005,295,177,3154,1848
2005,72,250,747,2635
2005,216,141,2249,1455
2005,167,398,1745,4218
2005,385,115,4092,1181
2005,425,14,4498,146
2005,127,138,1292,1419
2005,59,172,623,1803
2005,281,100,2983,1026
2005,201,311,2095,3300
2005,259,288,2746,3064
2005,184,226,1918,2361
2005,381,292,4053,3109
2005,362,279,3829,2972
2005,154,338,1608,3605
2005,408,197,4344,2057
2005,372,293,3949,3131
2005,245,163,2563,1696
2005,239,128,2503,1312
2005,266,147,2818,1527
2005,53,36,569,382
2005,209,93,2182,968
2005,316,351,3358,3747
2005,278,125,2959,1267
2005,84,41,874,448
2005,439,158,4655,1638
2005,96,208,994,2171
2005,180,182,1873,1896
2005,243,435,2537,4609
2005,407,7,4331,71
2005,418,269,4419,2852
2005,346,196,3687,2043
2005,185,282,1927,2997
2005,356,301,3783,3216
2005,355,9,3775,94
2005,115,141,1181,1455
2005,177,405,1848,4307
2005,338,279,3605,2972
2005,14,319,146,3388
2005,292,288,3109,3064
2005,256,74,2709,771
2005,311,197,3300,2057
2005,54,275,577,2922
2005,250,398,2635,4218
2005,172,163,1803,1696
2005,138,100,1419,1026
2005,387,290,4117,3085
2005,226,293,2361,3131
2005,351,247,3747,2587
2005,147,182,1527,1896
2005,36,93,382,968
2005,196,158,2043,1638
2005,282,7,2997,71
2005,208,125,2171,1267
2005,269,128,2852,1312
2005,301,279,3216,2972
2005,319,405,3388,4307
2005,100,163,1026,1696
2005,41,435,448,4609
2005,9,339,94,3619
2005,290,293,3085,3131
2005,398,197,4218,2057
2005,288,141,3064,1455
2005,275,74,2922,771
2005,141,293,1455,3131
2005,279,197,2972,2057
2005,7,247,71,2587
2005,93,182,968,1896
2005,435,158,4609,1638
2005,405,163,4307,1696
2005,74,339,771,3619
2005,128,125,1312,1267
2005,158,125,1638,1267
2005,247,182,2587,1896
2005,293,197,3131,2057
2005,163,339,1696,3619
2005,182,125,1896,1267
2005,197,339,2057,3619
2005,339,125,3619,1267
2005,393,336,4181,3572
2005,101,128,1043,1312
2005,209,36,2182,382
2005,1,4,5,30
2005,238,138,2492,1419
2005,281,292,2983,3109
2005,372,436,3949,4628
2005,55,264,584,2791
2005,295,368,3154,3899
2005,54,287,577,3055
2005,41,282,448,2997
2005,269,375,2852,3982
2005,196,414,2043,4387
2005,4,36,30,382
2005,287,436,3055,4628
2005,423,435,4476,4609
2005,282,336,2997,3572
2005,138,128,1419,1312
2005,264,292,2791,3109
2005,375,179,3982,1862
2005,368,414,3899,4387
2005,435,336,4609,3572
2005,128,292,1312,3109
2005,179,414,1862,4387
2005,436,36,4628,382
2005,336,292,3572,3109
2005,414,36,4387,382
2005,36,292,382,3109
2005,84,358,874,3803
2005,219,367,2288,3879
2005,9,247,94,2587
2005,13,180,137,1873
2005,301,385,3216,4092
2005,273,244,2899,2550
2005,439,184,4655,1918
2005,24,142,251,1477
2005,31,266,322,2818
2005,362,355,3829,3775
2005,425,429,4498,4539
2005,127,96,1292,994
2005,358,350,3803,3740
2005,244,367,2550,3879
2005,355,142,3775,1477
2005,247,385,2587,4092
2005,96,184,994,1918
2005,180,266,1873,2818
2005,418,429,4419,4539
2005,367,142,3879,1477
2005,184,266,1918,2818
2005,385,350,4092,3740
2005,266,142,2818,1477
2005,350,429,3740,4539
2005,429,142,4539,1477
2005,319,381,3388,4053
2005,53,237,569,2474
2005,115,428,1181,4534
2005,60,290,629,3085
2005,286,226,3048,2361
2005,92,93,955,968
2005,80,422,824,4466
2005,42,108,457,1109
2005,298,154,3192,1608
2005,226,381,2361,4053
2005,93,285,968,3040
2005,290,108,3085,1109
2005,422,346,4466,3687
2005,428,154,4534,1608
2005,108,346,1109,3687
2005,154,381,1608,4053
2005,285,346,3040,3687
2005,381,346,4053,3687
2005,31,353,322,3764
2005,238,422,2492,4466
2005,424,158,4488,1638
2005,179,417,1862,4410
2005,393,337,4181,3592
2005,298,414,3192,4387
2005,341,54,3645,577
2005,34,55,352,584
2005,395,266,4198,2818
2005,184,372,1918,3949
2005,368,278,3899,2959
2005,398,325,4218,3440
2005,414,266,4387,2818
2005,172,55,1803,584
2005,54,353,577,3764
2005,417,278,4410,2959
2005,262,325,2776,3440
2005,422,158,4466,1638
2005,266,353,2818,3764
2005,325,278,3440,2959
2005,353,158,3764,1638
2005,278,55,2959,584
2005,55,158,584,1638
2005,319,108,3388,1109
2005,42,60,457,629
2005,101,41,1043,448
2005,286,24,3048,251
2005,434,137,4587,1414
2005,92,315,955,3343
2005,124,154,1249,1608
2005,361,327,3823,3460
2005,203,209,2113,2182
2005,357,290,3793,3085
2005,405,339,4307,3619
2005,285,346,3040,3687
2005,381,149,4053,1549
2005,60,383,629,4069
2005,279,154,2972,1608
2005,239,209,2503,2182
2005,359,237,3810,2474
2005,180,315,1873,3343
2005,185,24,1927,251
2005,290,129,3085,1325
2005,108,208,1109,2171
2005,256,303,2709,3234
2005,17,59,174,623
2005,41,28,448,286
2005,137,93,1414,968
2005,383,149,4069,1549
2005,237,154,2474,1608
2005,209,208,2182,2171
2005,129,24,1325,251
2005,327,28,3460,286
2005,315,93,3343,968
2005,59,346,623,3687
2005,303,339,3234,3619
2005,24,28,251,286
2005,154,93,1608,968
2005,339,149,3619,1549
2005,208,346,2171,3687
2005,28,149,286,1549
2005,346,93,3687,968
2005,93,149,968,1549
2005,219,329,2288,3484
2005,283,371,3018,3927
2005,269,367,2852,3879
2005,96,27,994,271
2005,43,77,471,795
2005,162,439,1684,4655
2005,4,418,30,4419
2005,37,350,397,3740
2005,53,295,569,3154
2005,282,385,2997,4092
2005,421,362,4459,3829
2005,228,13,2379,137
2005,338,436,3605,4628
2005,425,371,4498,3927
2005,1,428,5,4534
2005,275,295,2922,3154
2005,350,301,3740,3216
2005,264,367,2791,3879
2005,329,84,3484,874
2005,216,36,2249,382
2005,385,336,4092,3572
2005,311,439,3300,4655
2005,435,362,4609,3829
2005,9,418,94,4419
2005,127,281,1292,2983
2005,13,292,137,3109
2005,77,267,795,2832
2005,27,142,271,1477
2005,301,295,3216,3154
2005,336,367,3572,3879
2005,371,436,3927,4628
2005,428,84,4534,874
2005,267,142,2832,1477
2005,362,36,3829,382
2005,281,439,2983,4655
2005,418,292,4419,3109
2005,36,84,382,874
2005,367,295,3879,3154
2005,439,292,4655,3109
2005,436,142,4628,1477
2005,295,292,3154,3109
2005,84,142,874,1477
2005,142,292,1477,3109
2005,251,422,2653,4466
2005,372,96,3949,994
2005,439,260,4655,2753
2005,281,269,2983,2852
2005,417,31,4410,322
2005,55,238,584,2492
2005,77,216,795,2249
2005,329,234,3484,2443
2005,353,362,3764,3829
2005,363,278,3840,2959
2005,13,219,137,2288
2005,367,418,3879,4419
2005,350,4,3740,30
2005,393,213,4181,2227
2005,84,436,874,4628
2005,338,418,3605,4419
2005,267,422,2832,4466
2005,9,4,94,30
2005,216,142,2249,1477
2005,213,266,2227,2818
2005,1,269,5,2852
2005,184,238,1918,2492
2005,260,158,2753,1638
2005,96,247,994,2587
2005,278,435,2959,4609
2005,337,219,3592,2288
2005,31,172,322,1803
2005,362,311,3829,3300
2005,234,325,2443,3440
2005,269,247,2852,2587
2005,4,436,30,4628
2005,158,238,1638,2492
2005,325,172,3440,1803
2005,275,418,2922,4419
2005,311,435,3300,4609
2005,219,266,2288,2818
2005,422,142,4466,1477
2005,172,418,1803,4419
2005,238,266,2492,2818
2005,435,142,4609,1477
2005,247,436,2587,4628
2005,266,418,2818,4419
2005,436,142,4628,1477
2005,418,142,4419,1477
2005,59,209,623,2182
2005,359,154,3810,1608
2005,17,67,174,687
2005,163,273,1696,2899
2005,7,383,71,4069
2005,239,256,2503,2709
2005,28,185,286,1927
2005,41,180,448,1873
2005,208,42,2171,457
2005,14,149,146,1549
2005,203,167,2113,1745
2005,243,2,2537,17
2005,303,405,3234,4307
2005,180,185,1873,1927
2005,405,67,4307,687
2005,167,256,1745,2709
2005,154,383,1608,4069
2005,209,2,2182,17
2005,42,149,457,1549
2005,383,2,4069,17
2005,256,67,2709,687
2005,273,185,2899,1927
2005,149,288,1549,3064
2005,67,2,687,17
2005,185,288,1927,3064
2005,288,2,3064,17
2005,414,320,4387,3394
2005,70,424,717,4488
2005,264,101,2791,1043
2005,283,301,3018,3216
2005,228,336,2379,3572
2005,385,127,4092,1292
2005,298,398,3192,4218
2005,295,128,3154,1312
2005,179,138,1862,1419
2005,408,287,4344,3055
2005,54,100,577,1026
2005,320,301,3394,3216
2005,259,74,2746,771
2005,100,128,1026,1312
2005,421,127,4459,1292
2005,398,336,4218,3572
2005,138,425,1419,4498
2005,424,287,4488,3055
2005,101,301,1043,3216
2005,336,425,3572,4498
2005,128,74,1312,771
2005,127,287,1292,3055
2005,425,74,4498,771
2005,301,287,3216,3055
2005,287,74,3055,771
2005,138,9,1419,94
2005,283,172,3018,1803
2005,179,350,1862,3740
2005,219,385,2288,4092
2005,414,1,4387,5
2005,216,77,2249,795
2005,262,282,2776,2997
2005,325,295,3440,3154
2005,320,4,3394,30
2005,436,269,4628,2852
2005,225,425,2345,4498
2005,228,74,2379,771
2005,281,282,2983,2997
2005,77,172,795,1803
2005,350,9,3740,94
2005,259,74,2746,771
2005,425,269,4498,2852
2005,4,295,30,3154
2005,287,385,3055,4092
2005,295,269,3154,2852
2005,1,385,5,4092
2005,9,74,94,771
2005,172,282,1803,2997
2005,74,269,771,2852
2005,385,282,4092,2997
2005,269,282,2852,2997
2005,315,319,3343,3388
2005,255,237,2689,2474
2005,124,154,1249,1608
2005,90,180,940,1873
2005,243,42,2537,457
2005,59,203,623,2113
2005,286,41,3048,448
2005,209,149,2182,1549
2005,238,72,2492,747
2005,181,19,1890,203
2005,316,184,3358,1918
2005,355,288,3775,3064
2005,237,339,2474,3619
2005,41,439,448,4655
2005,279,203,2972,2113
2005,177,285,1848,3040
2005,266,288,2818,3064
2005,28,149,286,1549
2005,273,333,2899,3531
2005,319,163,3388,1696
2005,19,67,203,687
2005,387,42,4117,457
2005,185,184,1927,1918
2005,154,383,1608,4069
2005,14,36,146,382
2005,346,203,3687,2113
2005,288,72,3064,747
2005,285,383,3040,4069
2005,163,36,1696,382
2005,180,333,1873,3531
2005,149,184,1549,1918
2005,67,339,687,3619
2005,439,42,4655,457
2005,184,383,1918,4069
2005,203,339,2113,3619
2005,72,42,747,457
2005,333,36,3531,382
2005,383,339,4069,3619
2005,36,42,382,457
2005,42,339,457,3619
2005,337,311,3592,3300
2005,359,7,3810,71
2005,435,141,4609,1455
2005,209,336,2182,3572
2005,255,338,2689,3605
2005,177,185,1848,1927
2005,303,28,3234,286
2005,381,41,4053,448
2005,158,279,1638,2972
2005,67,293,687,3131
2005,355,142,3775,1477
2005,429,346,4539,3687
2005,264,2,2791,17
2005,184,325,1918,3440
2005,266,208,2818,2171
2005,247,113,2587,1158
2005,182,368,1896,3899
2005,387,375,4117,3982
2005,244,93,2550,968
2005,275,36,2922,382
2005,9,301,94,3216
2005,287,292,3055,3109
2005,356,127,3783,1292
2005,203,197,2113,2057
2005,383,163,4069,1696
2005,74,128,771,1312
2005,1,72,5,747
2005,80,256,824,2709
2005,339,267,3619,2832
2005,368,7,3899,71
2005,93,208,968,2171
2005,279,346,2972,3687
2005,375,338,3982,3605
2005,59,142,623,1477
2005,36,84,382,874
2005,41,2,448,17
2005,141,163,1455,1696
2005,72,267,747,2832
2005,301,185,3216,1927
2005,113,336,1158,3572
2005,127,128,1292,1312
2005,293,28,3131,286
2005,311,325,3300,3440
2005,197,256,2057,2709
2005,273,292,2899,3109
2005,338,267,3605,2832
2005,7,346,71,3687
2005,336,142,3572,1477
2005,163,292,1696,3109
2005,84,28,874,286
2005,128,185,1312,1927
2005,256,325,2709,3440
2005,208,2,2171,17
2005,28,267,286,2832
2005,325,292,3440,3109
2005,185,346,1927,3687
2005,142,2,1477,17
2005,267,292,2832,3109
2005,346,2,3687,17
2005,2,292,17,3109
2005,425,338,4498,3605
2005,244,356,2550,3783
2005,264,67,2791,687
2005,266,177,2818,1848
2005,337,184,3592,1918
2005,275,339,2922,3619
2005,387,282,4117,2997
2005,359,435,3810,4609
2005,219,128,2288,1312
2005,383,74,4069,771
2005,100,158,1026,1638
2005,301,28,3216,286
2005,273,7,2899,71
2005,311,293,3300,3131
2005,42,125,457,1267
2005,238,208,2492,2171
2005,247,141,2587,1455
2005,167,267,1745,2832
2005,197,185,2057,1927
2005,325,149,3440,1549
2005,285,127,3040,1292
2005,9,182,94,1896
2005,163,84,1696,874
2005,279,375,2972,3982
2005,405,346,4307,3687
2005,180,351,1873,3747
2005,113,1,1158,5
2005,381,371,4053,3927
2005,93,290,968,3085
2005,292,36,3109,382
2005,256,287,2709,3055
2005,142,336,1477,3572
2005,346,182,3687,1896
2005,28,282,286,2997
2005,293,158,3131,1638
2005,356,338,3783,3605
2005,141,7,1455,71
2005,74,184,771,1918
2005,375,185,3982,1927
2005,208,125,2171,1267
2005,36,435,382,4609
2005,336,1,3572,5
2005,267,84,2832,874
2005,290,351,3085,3747
2005,177,67,1848,687
2005,371,287,3927,3055
2005,128,339,1312,3619
2005,127,149,1292,1549
2005,185,351,1927,3747
2005,7,182,71,1896
2005,282,435,2997,4609
2005,67,339,687,3619
2005,287,149,3055,1549
2005,158,84,1638,874
2005,338,125,3605,1267
2005,184,1,1918,5
2005,351,149,3747,1549
2005,1,125,5,1267
2005,435,339,4609,3619
2005,84,182,874,1896
2005,149,125,1549,1267
2005,182,339,1896,3619
2005,339,125,3619,1267
2005,209,355,2182,3775
2005,281,9,2983,94
2005,184,172,1918,1803
2005,288,439,3064,4655
2005,333,219,3531,2288
2005,429,359,4539,3810
2005,180,418,1873,4419
2005,405,367,4307,3879
2005,138,147,1419,1527
2005,59,356,623,3783
2005,264,337,2791,3592
2005,17,67,174,687
2005,129,216,1325,2249
2005,245,42,2563,457
2005,359,383,3810,4069
2005,278,172,2959,1803
2005,375,418,3982,4419
2005,355,247,3775,2587
2005,439,127,4655,1292
2005,275,216,2922,2249
2005,367,381,3879,4053
2005,147,158,1527,1638
2005,425,42,4498,457
2005,282,219,2997,2288
2005,338,9,3605,94
2005,84,67,874,687
2005,337,167,3592,1745
2005,216,9,2249,94
2005,381,247,4053,2587
2005,356,67,3783,687
2005,158,418,1638,4419
2005,219,336,2288,3572
2005,266,172,2818,1803
2005,383,127,4069,1292
2005,167,42,1745,457
2005,336,172,3572,1803
2005,418,247,4419,2587
2005,9,127,94,1292
2005,67,42,687,457
2005,127,247,1292,2587
2005,172,42,1803,457
2005,247,42,2587,457
2005,137,266,1414,2818
2005,142,19,1477,203
2005,281,273,2983,2899
2005,180,256,1873,2709
2005,398,359,4218,3810
2005,216,36,2249,382
2005,333,292,3531,3109
2005,303,325,3234,3440
2005,298,301,3192,3216
2005,67,375,687,3982
2005,115,9,1181,94
2005,251,167,2653,1745
2005,269,435,2852,4609
2005,264,141,2791,1455
2005,259,74,2746,771
2005,31,41,322,448
2005,436,197,4628,2057
2005,129,203,1325,2113
2005,350,2,3740,17
2005,425,247,4498,2587
2005,177,418,1848,4419
2005,278,125,2959,1267
2005,239,7,2503,71
2005,282,100,2997,1026
2005,267,57,2832,601
2005,385,362,4092,3829
2005,327,429,3460,4539
2005,179,163,1862,1696
2005,430,381,4561,4053
2005,154,228,1608,2379
2005,346,42,3687,457
2005,275,356,2922,3783
2005,245,287,2563,3055
2005,45,293,485,3131
2005,337,431,3592,4568
2005,14,355,146,3775
2005,28,295,286,3154
2005,238,387,2492,4117
2005,172,283,1803,3018
2005,422,338,4466,3605
2005,128,72,1312,747
2005,414,208,4387,2171
2005,311,290,3300,3085
2005,319,315,3388,3343
2005,285,158,3040,1638
2005,17,405,174,4307
2005,147,279,1527,2972
2005,219,368,2288,3899
2005,439,84,4655,874
2005,113,383,1158,4069
2005,138,149,1419,1549
2005,339,288,3619,3064
2005,77,182,795,1896
2005,59,4,623,30
2005,184,1,1918,5
2005,367,185,3879,1927
2005,53,93,569,968
2005,55,127,584,1292
2005,316,226,3358,2361
2005,301,266,3216,2818
2005,19,256,203,2709
2005,228,336,2379,3572
2005,41,435,448,4609
2005,197,163,2057,1696
2005,288,149,3064,1549
2005,325,429,3440,4539
2005,203,2,2113,17
2005,381,74,4053,771
2005,247,375,2587,3982
2005,362,167,3829,1745
2005,359,244,3810,2550
2005,273,36,2899,382
2005,9,42,94,457
2005,4,93,30,968
2005,84,383,874,4069
2005,57,418,601,4419
2005,368,279,3899,2972
2005,287,355,3055,3775
2005,315,295,3343,3154
2005,1,182,5,1896
2005,7,100,71,1026
2005,226,127,2361,1292
2005,283,338,3018,3605
2005,290,72,3085,747
2005,387,208,4117,2171
2005,431,293,4568,3131
2005,405,158,4307,1638
2005,356,125,3783,1267
2005,244,141,2550,1455
2005,429,266,4539,2818
2005,292,42,3109,457
2005,375,74,3982,771
2005,36,2,382,17
2005,435,256,4609,2709
2005,163,336,1696,3572
2005,167,149,1745,1549
2005,93,182,968,1896
2005,127,185,1292,1927
2005,100,418,1026,4419
2005,279,295,2972,3154
2005,72,208,747,2171
2005,383,355,4069,3775
2005,338,125,3605,1267
2005,158,293,1638,3131
2005,266,74,2818,771
2005,256,2,2709,17
2005,336,42,3572,457
2005,141,149,1455,1549
2005,418,295,4419,3154
2005,185,182,1927,1896
2005,208,125,2171,1267
2005,355,293,3775,3131
2005,74,149,771,1549
2005,42,2,457,17
2005,295,182,3154,1896
2005,293,125,3131,1267
2005,149,2,1549,17
2005,182,125,1896,1267
2005,2,125,17,1267
2005,181,219,1890,2288
2005,53,405,569,4307
2005,14,431,146,4568
2005,383,287,4069,3055
2005,239,128,2503,1312
2005,41,197,448,2057
2005,303,407,3234,4331
2005,317,293,3365,3131
2005,362,295,3829,3154
2005,201,147,2095,1527
2005,405,128,4307,1312
2005,219,287,2288,3055
2005,295,197,3154,2057
2005,407,435,4331,4609
2005,147,292,1527,3109
2005,287,197,3055,2057
2005,293,128,3131,1312
2005,435,74,4609,771
2005,431,292,4568,3109
2005,197,74,2057,771
2005,128,292,1312,3109
2005,74,292,771,3109
2005,353,267,3764,2832
2005,67,1,687,5
2005,179,269,1862,2852
2005,78,368,797,3899
2005,350,355,3740,3775
2005,337,320,3592,3394
2005,31,425,322,4498
2005,436,418,4628,4419
2005,428,9,4534,94
2005,184,138,1918,1419
2005,398,325,4218,3440
2005,4,329,30,3484
2005,264,311,2791,3300
2005,282,283,2997,3018
2005,385,172,4092,1803
2005,320,267,3394,2832
2005,425,368,4498,3899
2005,138,325,1419,3440
2005,283,9,3018,94
2005,418,269,4419,2852
2005,1,329,5,3484
2005,260,311,2753,3300
2005,355,172,3775,1803
2005,325,9,3440,94
2005,329,172,3484,1803
2005,269,311,2852,3300
2005,267,368,2832,3899
2005,172,9,1803,94
2005,311,368,3300,3899
2005,9,368,94,3899
2005,298,395,3192,4198
2005,201,161,2095,1674
2005,422,375,4466,3982
2005,407,149,4331,1549
2005,226,295,2361,3154
2005,24,290,251,3085
2005,316,288,3358,3064
2005,238,147,2492,1527
2005,234,167,2443,1745
2005,54,405,577,4307
2005,278,184,2959,1918
2005,101,182,1043,1896
2005,81,125,840,1267
2005,395,149,4198,1549
2005,375,290,3982,3085
2005,405,295,4307,3154
2005,184,288,1918,3064
2005,161,125,1674,1267
2005,138,383,1419,4069
2005,147,182,1527,1896
2005,149,290,1549,3085
2005,182,383,1896,4069
2005,288,125,3064,1267
2005,295,125,3154,1267
2005,383,290,4069,3085
2005,290,125,3085,1267
2005,108,250,1109,2635
2005,216,285,2249,3040
2005,317,53,3365,569
2005,431,359,4568,3810
2005,6,414,59,4387
2005,59,41,623,448
2005,372,428,3949,4534
2005,239,387,2503,4117
2005,376,325,3989,3440
2005,162,362,1684,3829
2005,319,197,3388,2057
2005,257,41,2723,448
2005,250,281,2635,2983
2005,414,359,4387,3810
2005,53,428,569,4534
2005,315,197,3343,2057
2005,285,362,3040,3829
2005,14,325,146,3440
2005,281,387,2983,4117
2005,362,325,3829,3440
